Nome		Favorito	                    Resolvidos	Nível

1000	    Hello World!		            Favorite	362.440	5               FEITO
2310		Voleibol		                    Favorite	11.928	2
2311		Saltos Ornamentais		            Favorite	8.269	2
2313		Qual Triângulo		                Favorite	11.666	3
2334		Patinhos		                    Favorite	6.241	3
2344		Notas da Prova		                Favorite	14.452	1
2483		Feliz Nataaal!		                Favorite	12.352	1
2486		C Mais ou Menos?		            Favorite	4.855	3
2493		Jogo do Operador		            Favorite	2.175	6
2502		Decifrando a Carta Criptografada	Favorite	2.280	5
2510		Batmain		                        Favorite	5.114	2
2520		O Último Analógimôn		            Favorite	3.523	5
2523		A Mensagem de Will		            Favorite	6.179	2
2533		Estágio		                        Favorite	3.231	3
2534		Exame Geral		                    Favorite	6.526	2
2540		Impeachment do Líder		        Favorite	5.020	4
2542		Iu-Di-Oh!		                    Favorite	4.416	4
2543		Jogatina UFPR		                Favorite	3.067	1
2544		Kage Bunshin no Jutsu		        Favorite	4.368	4
2547		Montanha-Russa		                Favorite	4.082	2
2551		Novo Recorde		                Favorite	2.813	3
2552		PãodeQuejoSweeper		            Favorite	5.343	2
2554		Pizza Antes de BH		            Favorite	2.331	3
2581		I am Toorg!		                    Favorite	6.800	1
2582		System of a Download		        Favorite	6.483	2
2626		Turma do JB6		                Favorite	1.601	4
2630		Escala de Cinza		                Favorite	3.515	2
2632		Magic and Sword		                Favorite	1.355	8
2635		Navegador Web		                Favorite	1.240	4
2653		Dijkstra		                    Favorite	4.545	2
2663		Fase		                        Favorite	4.160	3
2670		Máquina de Café		                Favorite	10.648	3
2685		A Mudança		                    Favorite	2.523	2
2686		A Mudança Continua!!		        Favorite	1.235	5
2702		Escolha Difícil		                Favorite	10.546	1
2708		Turistas no Parque Huacachina		Favorite	3.271	1
2709		As Moedas de Robbie		            Favorite	2.180	9
2712		Rodízio Veicular		            Favorite	3.296	4
2715		Dividindo os Trabalhos I		    Favorite	1.160	7
2717		Tempo do Duende		                Favorite	7.967	1
2718		Luzes de Natal		                Favorite	1.909	5
2721		Indecisão das Renas		            Favorite	3.755	3
2724		Ajude Patatatitu		            Favorite	690	4
2727		Código Secreto		                Favorite	2.730	3
2747		Saída 1		                        Favorite	15.239	1
2748		Saída 2		                        Favorite	13.011	1
2749		Saída 3		                        Favorite	10.182	2
2750		Saída 4		                        Favorite	8.646	1
2752		Saída 6		                        Favorite	6.491	1
2753		Saída 7		                        Favorite	10.445	1
2754		Saída 8		                        Favorite	8.083	1
2755		Saída 9		                        Favorite	9.696	2
2756		Saída 10		                    Favorite	11.441	1
2757		Entrada e Saída de Números Inteiros	Favorite	7.178	3
2758		Entrada e Saída de Números Reais	Favorite	6.299	4
2759		Entrada e Saída de Carácter		    Favorite	8.971	2
2760		Entrada e Saída de String		    Favorite	6.165	5
2761		Entrada e Saída de Vários Tipos		Favorite	2.120	6
2762		Entrada e Saída 6		            Favorite	6.608	2
2763		Entrada e Saída CPF		            Favorite	9.982	1
2764		Entrada e Saída de Data		        Favorite	11.383	4
2765		Entrada e Saída com Virgula		    Favorite	4.561	4
2766		Entrada e Saída Lendo e Pulando Nomes		Favorite	8.468	3
2769		Linha de Montagem		            Favorite	909	4
2770		Tamanho da Placa		            Favorite	2.296	7
2774		Precisão do Sensor		            Favorite	1.173	4
2775		Preparando a Produção		        Favorite	565	4
2779		Álbum da Copa		                Favorite	3.746	1
2780		Basquete de Robôs		            Favorite	10.608	1
2782		Escadinha		                    Favorite	2.138	3
2783		Figurinhas da Copa		            Favorite	2.787	2
2785		Pirâmide		                    Favorite	750	4
2786		Piso da Escola		                Favorite	5.543	1
2787		Xadrez		                        Favorite	13.619	1
2791		Feijão		                        Favorite	7.470	1
2802		Dividindo Círculos		            Favorite	1.935	5

